Rec. Loss,Disc. Loss
0.004774037839605279,510274.5483279536
0.003027527718270335,223.38108951762018
0.00265655756062244,4.9984922719693525
0.0024310502343826475,3.0794900068686624
0.00227181049056872,1.5227023863128617
0.0021689404551240295,1.1902031727336146
0.0020777345546098393,0.9038032464781185
0.002011352052965811,0.7686375318531057
0.001962594739696898,0.6669626679709149
0.0019144077535822115,0.5613373348604189
0.0018768154549651847,0.5494617597410719
0.001850370536468007,0.4926628373191322
0.001827228245109302,0.48954383449411326
0.0017883291444603573,0.45289746631213146
0.0017653199588892757,0.44131850872259776
0.001743824741897322,0.40486341896163197
0.001725100459762431,0.40095797050866505
0.0017080550702222132,0.39233472662388374
0.0016923171350138907,0.379435889081487
0.0016792620195613553,0.3651541461262484
0.001667305706398406,0.29136001252046745
0.001655898834384401,0.295343081076817
0.0016523295335688472,0.28781439390165287
0.0016465680912336566,0.27609855185953025
0.0016283807437082974,0.26119849357788755
0.0016219452755794337,0.2705894626099848
0.0016178797854186457,0.25561754376573914
0.001607518269666393,0.25956807061001475
0.0016081209389009058,0.27177591053233086
0.0015992999637937748,0.29744662320557086
0.0015890578123663793,0.3318706710140683
0.001586930459696158,0.3377024430926443
0.001584141511280839,0.3611697485748661
0.0015743318295424573,0.4397903954265509
0.0015694945337941175,0.36842943332788086
0.0015651840624324818,0.38513540470940794
0.0015627951138485882,0.365384774914078
0.001555562361837907,0.3970045520702426
0.0015523189326575235,0.38524457050855293
0.0015477935785524763,0.35975611327132023
0.0015501661639096534,0.3835849332297293
0.0015368705066557992,0.37431081994197696
0.0015367645307682856,0.37090171886315426
0.0015310840284089577,0.3628245861775026
0.001526430252229368,0.3635965317673112
0.0015219135005716837,0.3382960559021027
0.001518189651315571,0.3509383063143464
0.0015190107814209337,0.36847202533024653
0.001512149060658191,0.3670566023114495
0.0015116715830485513,0.3694535637369979
0.0015056237373426993,0.3566807784893279
0.0014293989479723873,0.34557398067755424
0.001420466043434567,0.3361429535055281
0.0014161090842847578,0.3406250473778133
0.0014128320227359977,0.32922445716594184
0.0014093478422554848,0.32684514973874595
0.0014074437869802058,0.3192367085564192
0.0014054541660404895,0.31370703507197406
0.001371142602708743,0.3235323398192971
0.0013680817216356334,0.3279502579661356
0.0013641726551688598,0.31486389348761384
0.0013630151591811648,0.3036159875181331
0.0013610597948686476,0.30890252710280947
0.0013442330774287975,0.3024767848904915
0.0013419952590715428,0.3032390778597508
0.0013410475400933886,0.30373016316414714
0.001340437095652523,0.3031711091827688
0.0013391732057846245,0.2931611375347313
0.0013376164763288746,0.28884117398555875
0.0013294310233474757,0.28184765810566964
0.0013286863161666256,0.28296203057036895
0.001328566052038889,0.2799017183065507
0.001327310152101797,0.28257609111188825
0.0013266476937063415,0.27994765791908766
0.0013260511865299221,0.29149913539180117
0.001325875107136563,0.2924873097468034
0.001324930557832437,0.2821993361399574
0.0013209667355756874,0.2768798714529717
0.0013207481002127602,0.2801369230452676
0.0013206056519001615,0.2715690302585786
0.0013200762929818132,0.2771966352056521
0.0013190954367038208,0.27921996633312196
0.0013191759589335217,0.28004149961782093
0.0013195306409615473,0.27810839394840353
0.0013187420523713149,0.27388325034355393
0.0013185628538477788,0.2718225997601799
0.0013163842652991107,0.2729705548142756
0.001316777507814864,0.277122148208633
0.001315808474645318,0.2769806927976721
0.001316287542080769,0.27135671308353937
0.0013160661806756431,0.2733637418290875
0.0013158641265695345,0.27671310648055597
0.0013158668873506332,0.2740018429307044
0.0013153699973207165,0.2774301209221963
0.0013146248689373061,0.26649462934148904
0.0013139300673322783,0.2723065996290551
0.0013142543313517112,0.2695709452780418
0.0013139385460985565,0.2633938127633294
0.0013147015392136498,0.2632074753966756
0.0013133879594134474,0.2727287048372566
